YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201406,86763,526934,3,0.25,N,SAUGERTIES SOUTH,42.0736,-73.9493,42.4416,-73.56958
201406,86763,526934,4,0.12,SSW,SAUGERTIES,42.0785,-73.9513,42.471,-73.57078
201406,86763,526935,1,0.48,WNW,MECHANICVILLE,42.9019,-73.6892,42.54114,-73.41352
201406,86763,526935,2,0.47,WNW,MECHANICVILLE,42.9016,-73.689,42.54096,-73.4134
201406,86763,526935,3,0.46,WNW,MECHANICVILLE,42.9019,-73.6887,42.54114,-73.41322
201406,86763,526935,4,0.47,WNW,MECHANICVILLE,42.902,-73.689,42.5412,-73.4134
201406,86763,527240,1,0.54,SE,GREEN RIVER,42.2639,-73.4735,42.15834,-73.2841
201406,86763,527248,1,0.27,WNW,BRICK TAVERN,42.2715,-73.725,42.1629,-73.435
201406,86763,527248,2,0.39,WSW,BRICK TAVERN,42.2684,-73.7274,42.16104,-73.43644
201406,86763,527248,3,0.17,SW,BRICK TAVERN,42.2682,-73.7221,42.16092,-73.43326
201406,86763,527248,4,0.14,NW,BRICK TAVERN,42.2713,-73.722,42.16278,-73.4332
201406,86763,527250,1,0.47,NE,HARLEMVILLE,42.2742,-73.5928,42.16452,-73.35568
201406,86763,527250,2,0.39,ENE,HARLEMVILLE,42.2731,-73.5937,42.16386,-73.35622
201406,86763,527250,3,0.36,NE,HARLEMVILLE,42.2741,-73.5957,42.16446,-73.35742
201406,86763,527250,4,0.44,NE,HARLEMVILLE,42.275,-73.5946,42.165,-73.35676
201406,86763,527254,1,0.61,SSW,COLUMBIAVILLE,42.3119,-73.7549,42.18714,-73.45294
201406,86763,527254,2,0.52,SSW,COLUMBIAVILLE,42.3126,-73.7521,42.18756,-73.45126
201406,86763,527254,3,0.7,S,COLUMBIAVILLE,42.3099,-73.7519,42.18594,-73.45114
201406,86763,527254,4,0.73,SSW,COLUMBIAVILLE,42.3102,-73.7551,42.18612,-73.45306
201406,86763,527258,1,0.59,NNE,GHENT,42.3282,-73.6168,42.19692,-73.37008
201406,86763,527260,1,0.76,NNW,WESTGHENT,42.3306,-73.7043,42.19836,-73.42258
201406,86763,527262,1,1.27,WSW,HUDSON,42.2453,-73.804,42.14718,-73.4824
201406,86763,527262,3,1.3,WSW,HUDSON,42.2428,-73.8034,42.14568,-73.48204
201406,86763,527262,4,1.38,WSW,HUDSON,42.2442,-73.8057,42.14652,-73.48342
201406,87312,526942,1,0.81,N,STEVENS CORNER,42.4116,-73.3311,42.24696,-73.19866
201406,87312,526942,2,0.79,N,STEVENS CORNER,42.4113,-73.3319,42.24678,-73.19914
201406,87312,526942,3,0.75,N,STEVENS CORNER,42.4108,-73.3308,42.24648,-73.19848
201406,87312,526942,4,0.76,N,STEVENS CORNER,42.411,-73.3305,42.2466,-73.1983
201406,87312,526943,1,0.59,ENE,GREAT BARRINGTON,42.2028,-73.3591,42.12168,-73.21546
201406,87312,526943,2,0.46,E,GREAT BARRINGTON,42.1993,-73.3611,42.11958,-73.21666
201406,87312,526943,3,0.55,ESE,GREAT BARRINGTON,42.1976,-73.3598,42.11856,-73.21588
201406,87312,526943,4,0.67,E,GREAT BARRINGTON,42.201,-73.3569,42.1206,-73.21414
201406,87312,526944,1,0.86,SW,LENOX,42.36,-73.29,42.216,-73.174
201406,87312,526944,2,2.09,ESE,RICHMOND FURNACE,42.3614,-73.3408,42.21684,-73.20448
201406,87312,526944,3,1.72,SE,RICHMOND FURNACE,42.351,-73.3581,42.2106,-73.21486
201406,87312,526944,4,1.65,SSW,LENOX,42.3473,-73.2901,42.20838,-73.17406
201406,87312,526945,1,0.97,N,GREAT BARRINGTON ARP,42.194,-73.3993,42.1164,-73.23958
201406,87312,526945,2,0.87,NNE,GREAT BARRINGTON ARP,42.1924,-73.3966,42.11544,-73.23796
201406,87312,526945,3,0.44,NNW,GREAT BARRINGTON ARP,42.1861,-73.4022,42.11166,-73.24132
201406,87312,526945,4,0.61,NE,EGREMONT PLAIN,42.1849,-73.4101,42.11094,-73.24606
201406,87312,526945,5,0.52,NNE,EGREMONT PLAIN,42.1869,-73.4159,42.11214,-73.24954
201406,87312,526945,6,0.87,NNE,EGREMONT PLAIN,42.1923,-73.4165,42.11538,-73.2499
201406,87312,526946,1,0.65,ENE,RICHMOND FURNACE,42.3726,-73.3678,42.22356,-73.22068
201406,87312,527210,1,1.47,SE,LENOX,42.3528,-73.2632,42.21168,-73.15792
201406,87312,527210,2,0.87,NW,LENOX DALE,42.3382,-73.263,42.20292,-73.1578
201406,87312,527210,3,0.7,NE,LENOX DALE,42.338,-73.2416,42.2028,-73.14496
201406,87312,527210,4,1.61,NNE,LENOX DALE,42.3526,-73.2417,42.21156,-73.14502
201406,87312,527214,2,2.7,WNW,SAVOY,42.5804,-73.0812,42.34824,-73.4872
201406,87312,527214,3,2.29,SE,CHESHIRE HARBOR,42.5787,-73.0956,42.34722,-73.5736
201406,87312,527214,4,1.97,ESE,CHESHIRE HARBOR,42.5881,-73.0947,42.35286,-73.5682
201406,87312,527233,1,1.75,WNW,LENOX DALE,42.3361,-73.2832,42.20166,-73.16992
201406,87312,527233,2,1.69,WNW,LENOX DALE,42.336,-73.2821,42.2016,-73.16926
201406,87312,527233,3,1.69,WNW,LENOX DALE,42.3352,-73.2824,42.20112,-73.16944
201406,87312,527233,4,1.76,WNW,LENOX DALE,42.3351,-73.2838,42.20106,-73.17028
201406,87312,527236,1,0.8,S,WILLIAMSTOWN,42.7085,-73.2007,42.4251,-73.12042
201406,87312,527237,1,1.06,S,DALTON,42.4647,-73.1704,42.27882,-73.10224
201406,87312,527237,2,1.18,S,DALTON,42.4629,-73.17,42.27774,-73.102
201406,87312,527237,3,1.52,S,DALTON,42.458,-73.1692,42.2748,-73.10152
201406,87312,527237,4,1.35,E,NORTH ADAMS JCT,42.4528,-73.1738,42.27168,-73.10428
201406,87312,527237,5,0.89,ENE,NORTH ADAMS JCT,42.4566,-73.1849,42.27396,-73.11094
201406,87312,527237,6,0.84,ESE,COLTSVILLE,42.4671,-73.1841,42.28026,-73.11046
201407,87446,527744,1,0.51,E,HARMONY CORNERS,42.98,-73.94,42.588,-73.564
201407,87446,527745,1,0.71,S,BALLSTON LAKE,42.9098,-73.8685,42.54588,-73.5211
201407,87446,527746,1,2.07,SSW,BALLSTON SPA,42.9709,-73.8795,42.58254,-73.5277
201407,87447,528174,1,1.56,WSW,NISKAYUNA,42.7729,-73.8592,42.46374,-73.51552
201407,87447,528175,1,0.5,ESE,HANNACROIX,42.4279,-73.8107,42.25674,-73.48642
201407,87447,528182,1,0.77,SSE,LACKAWACK,41.7897,-74.4145,41.47382,-74.2487
201407,87447,528184,1,0.0,N,SCHODACK LNDG,42.48,-73.77,42.288,-73.462
201407,87447,528186,1,0.46,ENE,RAVENA,42.4719,-73.8114,42.28314,-73.48684
201407,87447,528188,1,0.5,NE,KRUMVILLE,41.8849,-74.2427,41.53094,-74.14562
201407,87447,528191,1,0.5,NNE,EAST GREENBUSH,42.5871,-73.6979,42.35226,-73.41874
201407,87447,528206,1,0.86,NE,ATWOOD,41.89,-74.16,41.534,-74.96
201407,87447,528209,1,0.67,N,ALPS,42.6095,-73.5224,42.3657,-73.31344
201407,87447,528217,1,0.43,W,SUMMIT,42.5796,-74.5885,42.34776,-74.3531
201407,87447,528218,1,0.81,SW,OHIOVILLE,41.722,-74.0815,41.4332,-74.489
201407,87447,528220,1,0.6,SSE,RICHMONDVILLE,42.6224,-74.5642,42.37344,-74.33852
201407,87447,528222,1,1.37,SW,ATHOL,43.4885,-73.8923,43.2931,-73.53538
201407,87447,528224,1,0.37,NNW,GRARYVILLE,42.1747,-73.5835,42.10482,-73.3501
201407,87447,528225,1,0.53,ESE,SCHOHARIE,42.6683,-74.3099,42.40098,-74.18594
201407,87447,528228,1,0.63,E,SCHOHARIE,42.671,-74.3077,42.4026,-74.18462
201407,87447,528233,1,1.12,W,SCHENECTADY,42.8016,-73.942,42.48096,-73.5652
201407,87447,528233,2,1.13,W,SCHENECTADY,42.8013,-73.9422,42.48078,-73.56532
201407,87447,528233,3,0.91,W,SCHENECTADY,42.7996,-73.938,42.47976,-73.5628
201406,86763,526922,2,0.53,NNE,GILBOA,42.4063,-74.4443,42.24378,-74.26658
201406,86763,526922,3,1.18,NE,GILBOA,42.4097,-74.431,42.24582,-74.2586
201406,86763,526922,4,1.18,ENE,GILBOA,42.4076,-74.4293,42.24456,-74.25758
201406,86763,526922,5,0.7,ENE,GILBOA,42.404,-74.4374,42.2424,-74.26244
201406,86763,526923,1,0.8,ESE,RED ROCK,42.3455,-73.5055,42.2073,-73.3033
201406,86763,526923,2,0.74,ESE,RED ROCK,42.3477,-73.5058,42.20862,-73.30348
201406,86763,526923,3,0.86,E,RED ROCK,42.3478,-73.5035,42.20868,-73.3021
201406,86763,526923,4,0.9,ESE,RED ROCK,42.346,-73.5033,42.2076,-73.30198
201406,86763,526929,1,1.72,NW,RED ROCK,42.3693,-73.5413,42.22158,-73.32478
201406,86763,526929,2,1.73,NW,RED ROCK,42.3676,-73.544,42.22056,-73.3264
201406,86763,526929,3,1.55,NW,RED ROCK,42.3666,-73.5405,42.21996,-73.3243
201406,86763,526929,4,1.59,NW,RED ROCK,42.3684,-73.5389,42.22104,-73.32334
201406,86763,526931,1,0.65,SSE,EDWARDS PARK,42.361,-73.4266,42.2166,-73.25596
201406,86763,526931,2,0.71,NW,STATE LINE,42.357,-73.4302,42.2142,-73.25812
201406,86763,526931,3,0.16,E,STATE LINE,42.3498,-73.4168,42.20988,-73.25008
201406,86763,526931,4,0.39,NE,STATE LINE,42.3546,-73.4156,42.21276,-73.24936
201406,86763,526933,1,1.42,NNW,SAWKILL,41.9977,-74.0441,41.59862,-74.2646
201406,86763,526933,3,1.36,NNW,SAWKILL,41.9971,-74.0431,41.59826,-74.2586
201406,86763,526933,4,1.41,NNW,SAWKILL,41.9978,-74.0434,41.59868,-74.2604
201406,86763,526934,1,0.23,SW,SAUGERTIES,42.0782,-73.9537,42.4692,-73.57222
201406,86763,526934,2,0.2,NNW,SAUGERTIES SOUTH,42.0726,-73.9515,42.4356,-73.5709
201405,84460,509925,1,2.0,N,BAKERSFIELD,30.909,-102.28,30.5454,-10.2168
201405,84460,509932,1,2.0,NW,STILES,31.4205,-101.604,31.2523,-10.13624
201405,84460,509935,1,29.0,NNE,SANDERSON,30.5378,-102.2139,30.32268,-10.212834
201405,84460,509938,1,0.0,N,IRAAN,30.92,-101.88,30.552,-10.1528
201405,84460,509939,1,0.0,N,IRAAN,30.92,-101.88,30.552,-10.1528
201405,84460,509941,1,0.0,N,IRAAN,30.92,-101.88,30.552,-10.1528
201405,84460,510276,1,44.5,NE,SANDERSON,30.6054,-101.8721,30.36324,-10.152326
201405,84460,510278,1,0.0,N,SHEFFIELD,30.67,-101.83,30.402,-10.1498
201405,84460,510286,1,1.0,S,MC CAMEY,31.1155,-102.23,31.693,-10.2138
201405,84460,511362,1,14.0,SE,BAKERSFIELD,30.7367,-102.1132,30.44202,-10.26792
201405,84461,509926,1,0.55,E,HARROGATE,36.58,-83.64,36.348,-83.384
201405,84461,509928,1,0.55,E,HARROGATE,36.58,-83.64,36.348,-83.384
201405,84461,509929,1,0.89,NW,SPRINGDALE,36.53,-82.56,36.318,-82.336
201405,84461,509930,1,0.89,SW,ELIZABETHTON,36.34,-82.23,36.204,-82.138
201405,84463,509931,1,1.31,WNW,JONESVILLE,36.69,-83.12,36.414,-83.72
201405,84465,509936,1,1.49,SSE,MORRISTOWN ARPT,36.16,-83.36,36.96,-83.216
201405,84465,509937,1,2.76,S,OAK RIDGE,35.98,-84.27,35.588,-84.162
201405,84465,509940,1,2.34,WSW,SCARBORO,35.97,-84.26,35.582,-84.156
201405,84465,509942,1,0.0,N,HIGHLAND PARK,35.8,-84.27,35.48,-84.162
201405,84465,509943,1,0.69,N,WHITE ROCK,35.81,-83.25,35.486,-83.15
201405,84465,509944,1,0.56,W,BYRDS CHAPEL,35.92,-84.18,35.552,-84.108
201405,84465,509945,1,2.64,WSW,OAK HILL,35.71,-84.67,35.426,-84.402
201405,84465,509946,1,0.56,W,BYRDS CHAPEL,35.92,-84.18,35.552,-84.108
201405,84465,509947,1,1.12,E,UNION GROVE,35.6,-84.56,35.36,-84.336
201405,84465,509948,1,1.12,E,MEADOW,35.67,-84.2,35.402,-84.12
201405,84465,509950,1,1.78,SW,WELLSVILLE,35.58,-84.1,35.348,-84.6
201405,84465,509951,1,4.18,N,WARTBURG,36.16,-84.59,36.96,-84.354
201405,84465,509952,1,4.18,N,WARTBURG,36.16,-84.59,36.96,-84.354
201405,84465,509953,1,1.78,NE,ERNESTVILLE,36.09,-82.48,36.54,-82.288
201405,84466,509954,1,2.15,NNW,SYCAMORE HALL,36.48,-83.51,36.288,-83.306
201405,84466,509956,1,0.56,W,SHIRLEY CROSSING,36.27,-83.58,36.162,-83.348
201405,84466,509957,1,0.89,NW,MT CARMEL,36.56,-82.66,36.336,-82.396
201405,84466,509958,1,0.89,NW,SPRINGDALE,36.53,-82.56,36.318,-82.336
201405,84467,509959,1,0.0,N,WEST KNOXVILLE,35.97,-83.95,35.582,-83.57
201406,84468,509961,1,0.0,N,MODOC,39.47,-82.13,39.282,-82.78
201406,84468,509972,1,0.66,S,CROWN CITY,38.5905,-82.2815,38.3543,-82.1689
201406,84468,510346,1,1.0,N,HANGING ROCK,38.5645,-82.72,38.3387,-82.432
201406,84468,510346,2,1.0,W,PEDRO,38.63,-82.6885,38.378,-82.4131
201406,84468,510346,3,0.0,W,VERNON,38.7,-82.63,38.42,-82.378
201406,84468,510346,4,0.0,W,WATERLOO,38.7,-82.47,38.42,-82.282
201406,84468,510346,5,0.5,NE,AID,38.6051,-82.4735,38.36306,-82.2841
201406,84468,510346,6,1.0,N,SCOTTOWN,38.5645,-82.38,38.3387,-82.228
201406,84468,510346,7,0.9,SSE,BARRAMVILLE,38.4676,-82.3748,38.28056,-82.22488
201406,84468,510346,8,0.48,NNW,WEST CHESAPEAKE,38.4364,-82.4737,38.26184,-82.28422
201406,84472,509966,1,0.0,N,POINT PLEASANT,38.85,-82.12,38.51,-82.72
201406,84472,509969,1,0.0,N,ROCKPORT,39.07,-81.57,39.42,-81.342
201406,84472,509970,1,1.92,WSW,PENNSBORO,39.2716,-81.0042,39.16296,-81.252
201406,84472,509970,2,1.25,WSW,PENNSBORO,39.27,-80.9894,39.162,-80.59364
201406,84472,509971,1,2.49,ENE,GUTHRIE,38.4109,-81.6263,38.24654,-81.37578
201406,84472,510207,1,0.68,NNW,RED HOUSE,38.5393,-81.9041,38.32358,-81.54246
201406,84472,510349,1,3.68,WSW,MOHAWK,37.4775,-81.9908,37.2865,-81.59448
201406,84472,510349,2,1.47,SW,MOHAWK,37.4879,-81.9522,37.29274,-81.57132
201406,84472,510349,3,0.69,WNW,MOHAWK,37.5043,-81.9414,37.30258,-81.56484
201406,84472,510349,4,0.72,N,MOHAWK,37.5104,-81.9294,37.30624,-81.55764
201406,84472,510349,5,1.25,SE,PANTHER,37.4683,-81.8827,37.28098,-81.52962
201406,84472,510349,6,3.18,SSW,PANTHER,37.4383,-81.9247,37.26298,-81.55482
201406,84472,510349,7,3.8,SSW,MOHAWK,37.4528,-81.9654,37.27168,-81.57924
201406,84472,510349,8,4.14,SW,MOHAWK,37.4604,-81.9867,37.27624,-81.59202
201406,84472,510358,1,0.88,SW,SKELTON,37.79,-81.19,37.474,-81.114
201406,84472,510360,1,3.0,SE,MADISON,38.0393,-81.791,38.2358,-81.4746
201406,84472,510361,1,0.0,N,TURTLE CREEK,38.03,-81.97,38.18,-81.582
201406,84472,510362,1,2.0,S,MADISON,38.0411,-81.83,38.2466,-81.498
201406,84472,510363,1,0.0,N,SOD,38.23,-81.85,38.138,-81.51
201406,84472,510363,2,0.0,N,ALKOL,38.17,-81.92,38.102,-81.552
201406,84472,510363,3,0.0,N,MYRA,38.22,-82.12,38.132,-82.72
201406,84472,510363,4,0.0,N,SWEETLAND,38.27,-82.03,38.162,-82.18
201406,84472,510364,1,0.0,N,MILTON,38.43,-82.13,38.258,-82.78
201406,84472,510364,2,2.0,NE,MILTON,38.4505,-82.1039,38.2703,-82.6234
201406,84472,510364,3,2.0,NE,UNION RIDGE,38.5505,-82.1738,38.3303,-82.10428
201406,84472,510364,4,0.61,SSW,CROWN CITY,38.5718,-82.2842,38.34308,-82.17052
201406,84472,510364,5,1.0,SSW,COX LNDG,38.4566,-82.3071,38.27396,-82.18426
201406,84472,510365,1,0.0,N,BEAVER,37.75,-81.13,37.45,-81.78
201406,84472,510366,1,0.0,N,STANAFORD,37.82,-81.15,37.492,-81.9
201406,84472,510483,1,1.55,SSE,RIDERS STORE,38.478,-82.2242,38.2868,-82.13452
201406,84472,510483,2,1.71,SSE,RIDERS STORE,38.4783,-82.2149,38.28698,-82.12894
201406,84472,510638,1,0.9,ENE,SOUTH RUFFNER,38.3371,-81.6061,38.20226,-81.36366
201404,84473,509967,1,1.46,W,BRADDOCK HGTS,39.4318,-77.5272,39.25908,-77.31632
201404,84473,509968,1,1.59,SW,BRADDOCK HGTS,39.4156,-77.5232,39.24936,-77.31392
201402,84474,509973,1,4.19,WSW,ROWEN,35.2,-118.67,35.12,-11.8402
201402,84474,509974,1,3.56,NE,LAKE ISABELLA,35.64,-118.41,35.384,-11.8246
201402,84474,509975,1,3.55,NW,TRAVER,36.49,-119.52,36.294,-11.9312
201402,84474,509975,2,4.97,NW,TRAVER,36.4964,-119.5484,36.29784,-11.932904
201402,84474,509975,3,2.96,WNW,TRAVER,36.473,-119.5251,36.2838,-11.931506
201402,84474,509975,4,2.12,N,TRAVER,36.4804,-119.4856,36.28824,-11.929136
201402,84474,509975,5,3.52,WSW,DELFT COLONY,36.5053,-119.5107,36.30318,-11.930642
201402,84474,509976,1,1.65,E,ELLIOTT CORNER,37.47,-119.74,37.282,-11.9444
201402,84474,509977,1,2.32,WNW,GLORIETTA,36.86,-119.71,36.516,-11.9426
201402,84474,509978,1,2.32,WNW,GLORIETTA,36.86,-119.71,36.516,-11.9426
201402,84474,509979,1,1.3,ESE,MELVIN,36.81,-119.65,36.486,-11.939
201402,84474,509980,1,0.0,N,GLENNVILLE,35.73,-118.7,35.438,-11.842
201402,84474,509981,1,1.65,E,ELLIOTT CORNER,37.47,-119.74,37.282,-11.9444
201402,84476,510000,1,1.49,NNW,DINUBA,36.55,-119.39,36.33,-11.9234
201402,84476,510000,2,2.04,W,DINUBA,36.5334,-119.4166,36.32004,-11.924996
201402,84476,510000,3,0.61,S,DINUBA,36.5212,-119.3783,36.31272,-11.922698
201402,84476,510000,4,1.48,ENE,DINUBA,36.5384,-119.3555,36.32304,-11.92133
201402,84476,510001,1,0.56,E,CINOWTHS CORNER,36.33,-119.32,36.198,-11.9192
201404,84693,513953,1,0.32,NNW,BRIDGEPORT,39.6839,-77.2232,39.41034,-77.13392
201404,84693,513953,2,0.84,WNW,BRIDGEPORT,39.6831,-77.2353,39.40986,-77.14118
201404,84693,513953,3,0.74,WSW,BRIDGEPORT,39.6775,-77.2335,39.4065,-77.1401
201404,84693,513953,4,0.22,WSW,BRIDGEPORT,39.6784,-77.2237,39.40704,-77.13422
201404,84693,513955,1,1.77,SE,OELLA,39.2515,-76.757,39.1509,-76.4542
201404,84693,513955,2,1.6,SE,OELLA,39.2517,-76.7616,39.15102,-76.45696
201404,84693,513955,3,1.74,SE,OELLA,39.2496,-76.7611,39.14976,-76.45666
201404,84693,513955,4,1.85,SE,OELLA,39.2497,-76.7573,39.14982,-76.45438
201404,84693,513956,1,1.24,N,SWEET AIR,39.5379,-76.5275,39.32274,-76.3165
201404,84693,513956,2,1.18,N,SWEET AIR,39.537,-76.5317,39.3222,-76.31902
201404,84693,513956,3,1.08,N,SWEET AIR,39.5356,-76.5311,39.32136,-76.31866
201404,84693,513956,4,1.1,N,SWEET AIR,39.5358,-76.5283,39.32148,-76.31698
201404,84693,513957,1,0.46,SE,HUNT VLY,39.4952,-76.6441,39.29712,-76.38646
201404,84693,513957,2,0.4,SW,HUNT VLY,39.4956,-76.6547,39.29736,-76.39282
201404,84693,513957,3,0.62,NNW,COCKEYSVILLE,39.4885,-76.6538,39.2931,-76.39228
201404,84693,513957,4,0.64,NNE,COCKEYSVILLE,39.4883,-76.6446,39.29298,-76.38676
201404,84693,513958,1,0.29,W,JACKSONVILLE,39.5207,-76.5754,39.31242,-76.34524
201405,84508,510239,4,1.58,SW,AVON,41.4354,-82.0535,41.26124,-82.321
201405,84508,510240,1,0.94,WNW,SHAWVILLE,41.3732,-82.0376,41.22392,-82.2256
201405,84508,510240,2,1.76,NE,FIELDS,41.3892,-81.9776,41.23352,-81.58656
201405,84508,510240,3,1.07,ESE,AVON BOSWORTH ARPT,41.4253,-81.9804,41.25518,-81.58824
201405,84508,510240,4,1.44,WSW,AVON BOSWORTH ARPT,41.4188,-82.0234,41.25128,-82.1404
201405,84508,510241,1,0.0,N,MUNROE FALLS,41.13,-81.43,41.78,-81.258
201405,84508,510241,2,1.72,W,AKRON,41.0798,-81.533,41.4788,-81.3198
201405,84508,510241,3,1.44,NW,KRUMROY,41.033,-81.5015,41.198,-81.3009
201405,84508,510241,4,1.64,S,TALLMADGE,41.0763,-81.4315,41.4578,-81.2589
201405,84508,510242,1,0.85,E,NEW MILFORD,41.1018,-81.2039,41.6108,-81.12234
201405,84508,510242,2,1.25,SE,NEW MILFORD,41.0861,-81.2046,41.5166,-81.12276
201405,84508,510242,3,0.44,SSW,BRIMFIELD STATION,41.094,-81.3726,41.564,-81.22356
201405,84508,510242,4,0.12,WSW,BRIMFIELD STATION,41.0994,-81.3721,41.5964,-81.22326
201405,84508,510243,1,1.89,N,SHEFFIELD,41.4969,-82.0733,41.29814,-82.4398
201405,84508,510243,2,0.93,SE,SHEFFIELD,41.4601,-82.0678,41.27606,-82.4068
201405,84508,510243,3,1.6,SE,LAKESHORE,41.4552,-82.1063,41.27312,-82.6378
201405,84508,510243,4,1.18,ENE,SHEFFIELD LAKE,41.4891,-82.1007,41.29346,-82.6042
201405,84508,513187,1,0.0,N,VERMILION ON THE LK,41.42,-82.33,41.252,-82.198
201405,84508,513188,1,0.0,N,LORAIN,41.47,-82.18,41.282,-82.108
201405,84508,513189,1,0.0,N,PENFIELD,41.17,-82.12,41.102,-82.72
201405,84508,513190,1,0.0,N,MEDINA,41.13,-81.87,41.78,-81.522
201405,84508,513190,2,1.0,SE,MEDINA,41.1198,-81.8564,41.7188,-81.51384
201405,84508,513191,1,1.0,E,MEDINA,41.13,-81.8508,41.78,-81.51048
201405,84508,513192,1,0.0,N,ASHLAND,40.87,-82.3,40.522,-82.18
201405,84508,519239,1,1.47,N,EATON ESTATES,41.3413,-82.0198,41.20478,-82.1188
201405,84508,519239,2,1.17,S,FIELDS,41.3531,-82.0016,41.21186,-82.96
201405,84508,519240,1,0.0,N,COPLEY,41.1,-81.63,41.6,-81.378
201405,84508,519242,1,0.0,N,BRUNSWICK,41.23,-81.83,41.138,-81.498
201405,84508,519634,1,0.0,N,AKRON,41.08,-81.5,41.48,-81.3
201405,84508,519635,1,0.0,N,LA GRANGE,41.23,-82.12,41.138,-82.72
201405,84508,519636,1,0.0,N,AKRON,41.08,-81.5,41.48,-81.3
201405,84508,519637,1,0.0,N,MEDINA,41.13,-81.87,41.78,-81.522
201405,84508,519638,1,1.71,SSW,SHAWVILLE,41.3474,-82.0332,41.20844,-82.1992
201405,84508,519638,2,1.09,N,EATON ESTATES,41.3358,-82.0194,41.20148,-82.1164
201405,84508,519639,1,1.82,WNW,POE,41.086,-81.864,41.516,-81.5184
201405,84508,519639,2,1.62,WNW,POE,41.086,-81.86,41.516,-81.516
201405,84509,510187,1,1.0,NW,FERGUS FALLS,46.2902,-96.0848,46.17412,-96.5088
201405,84509,510187,2,1.0,NE,FERGUS FALLS,46.2902,-96.0552,46.17412,-96.3312
201405,84509,510187,3,1.0,SE,FERGUS FALLS,46.2698,-96.0552,46.16188,-96.3312
201405,84509,510187,4,1.0,SW,FERGUS FALLS,46.2698,-96.0848,46.16188,-96.5088
201406,84510,510199,1,0.84,NE,PERSIS,46.88,-97.29,46.528,-97.174
201406,84510,510200,1,1.99,NW,COGSWELL,46.12,-97.81,46.72,-97.486
201406,84510,510201,1,0.46,E,DEVILS LAKE ARPT,48.12,-98.89,48.72,-98.534
201406,84510,510202,1,1.46,SSE,PERSIS,46.85,-97.29,46.51,-97.174
201405,84511,510203,1,15.05,ESE,MOSCA,37.5979,-105.613,37.35874,-10.53678
201405,84511,510203,2,14.88,ESE,MOSCA,37.602,-105.6149,37.3612,-10.536894
201405,84513,510205,1,12.54,N,SUGAR CITY,38.41,-103.7,38.246,-10.342
201406,84514,510206,1,2.0,S,TRUCKTON,38.7011,-104.18,38.42066,-10.4108
201404,84515,510219,1,0.0,N,PERRY,36.29,-97.29,36.174,-97.174
201404,84515,510220,1,3.11,WSW,LAKE CARL BLACKWELL DAM,36.12,-97.24,36.72,-97.144
201404,84515,510222,1,2.36,ENE,VALLEY BROOK,35.41,-97.44,35.246,-97.264
201404,84515,510223,1,0.0,N,MIDWEST CITY,35.46,-97.39,35.276,-97.234
201404,84515,510224,1,0.69,N,(TIK)TINKER AFB,35.42,-97.39,35.252,-97.234
201404,84515,510225,1,0.0,N,MIDWEST CITY,35.46,-97.39,35.276,-97.234
201404,84515,510226,1,3.95,WSW,WELLSTON,35.66,-97.12,35.396,-97.72
201404,84515,510227,1,0.0,N,NORMAN,35.22,-97.44,35.132,-97.264
201404,84515,510228,1,2.36,WNW,GOLDSBY,35.16,-97.52,35.96,-97.312
201404,84515,510229,1,4.18,ESE,(TIK)TINKER AFB,35.39,-97.32,35.234,-97.192
201404,84515,510230,1,0.0,N,NOBLE,35.14,-97.39,35.84,-97.234
201404,84515,510231,1,2.93,ESE,BRAY,34.63,-97.77,34.378,-97.462
201404,84515,510232,1,2.07,S,WILSON,34.13,-97.43,34.78,-97.258
201404,84515,510233,1,0.0,N,WILSON,34.16,-97.43,34.96,-97.258
201404,84515,510234,1,0.9,NW,MANNSVILLE,34.2,-96.89,34.12,-96.534
201404,84515,510235,1,0.0,N,WARDVILLE,34.66,-96.03,34.396,-96.18
201404,84515,510236,1,1.8,SE,CARTWRIGHT,33.83,-96.54,33.498,-96.324
201404,84515,510237,1,0.0,N,BENNINGTON,34.0,-96.04,34.0,-96.24
201404,84515,510244,1,2.38,WSW,LAKE FUQUA  DAM,34.59,-97.71,34.354,-97.426
201404,84515,510244,2,2.1,WSW,LAKE FUQUA  DAM,34.588,-97.704,34.3528,-97.4224
201404,84515,515691,1,1.49,SSE,LAKE FUQUA  DAM,34.58,-97.66,34.348,-97.396
201404,84516,510245,1,0.0,N,HOLLIS,34.69,-99.92,34.414,-99.552
201404,84516,510246,1,3.08,NW,ELDORADO,34.5,-99.69,34.3,-99.414
201404,84516,510247,1,0.0,N,ELDORADO,34.47,-99.65,34.282,-99.39
201404,84516,510248,1,3.08,NE,ELDORADO,34.5,-99.61,34.3,-99.366
201404,84516,510249,1,0.0,N,OLUSTEE,34.55,-99.42,34.33,-99.252
201404,84517,510250,1,2.07,S,GOODLETT,34.31,-99.88,34.186,-99.528
201404,84517,510251,1,0.0,N,CHILLICOTHE,34.26,-99.51,34.156,-99.306
201404,84519,510252,1,0.0,N,BELLEVUE,33.63,-98.02,33.378,-98.12
201404,84520,510253,1,6.62,NNW,VINSON,34.99,-99.9,34.594,-99.54
201404,84520,510254,1,6.91,S,ERICK,35.11,-99.87,35.66,-99.522
201404,84520,510255,1,6.22,S,HOLLIS,34.6,-99.92,34.36,-99.552
